userId,productId,rating,comment
6779577,138934620,5,👍👍
26823426,138934620,5,Sách hay
1633726,138934620,5,
20097857,138934620,5,"Sách to đẹp, còn nguyên seal và giao cực kỳ nhanh do may mắn có mã tikinow free ship. May mắn có đợt giảm giá tới 42% nên cảm thấy rất vui. Sẽ ủng hộ thêm."
8332482,138934620,5,"Sách mới,giá sale 27/3 nên còn 251k,áp mã các kiểu còn 200k,quá ưng"
7089766,138934620,5,
15207867,138934620,5,Sách bọc kỹ càng
16695306,138934620,5,Tiểu sử những dòng sông vĩ đại nhất
7024159,138934620,5,Giao hàng nhanh lắm. Shipper dễ thương. Sách hay nha.
7213325,138934620,5,"Tiki giao sách nhanh (nhận 15/1 so với 17/1 theo thông báo), sách bọc BookCare và đóng gói tốt."
23096572,138934620,5,"Giao nhanh,shiper vui vẻ nhiệt tình,nhưng đóng sách có mỗi cái hộp bìa không à k có chống sock đề nghị coi lại khâu đóng gói"
5416495,138934620,5,"rất hấp dẫn, mình đọc say mê từ ngày mua sách về. Rất thích hợp cho ai thích lịch sử và yêu thích  Ai Cập như mình."
5897740,138934620,5,Sale 60% thích quá
1864667,138934620,5,"Đóng gói và giao hàng khá tốt, sách nhận được toàn vẹn."
17651950,138934620,5,"Giao hàng nhanh, sách đẹp nguyên vẹn, mua được lúc giá sale quá hợp lý"
64694,138934620,5,"Sách đẹp, khá dày. Nội dung chưa đọc nhưng chắc sẽ hay."
19446689,138934620,5,
7508081,138934620,5,"Ship cực nhanh, mua lúc 10h thì 12h đã có."
20461023,138934620,5,
421967,138934620,5,"sách đẹp, giá tốt"
11734337,138934620,5,"Tiki giao đúng hẹn, bọc cẩn thận và tình trạng sách tốt, không bị xây xát gì nhé"
1390400,138934620,5,Mình đọc được nhiều review hay về sách nên mua. Sẽ phản hồi ngay khi đọc xong nhé
5318619,138934620,5,Sách còn nguyên màng co bọc ngoài. Chưa bóc ra nên chưa biết nội dung thế nào
1233310,138934620,5,Nội dung hay. Hình thức đẹp và có đầu tư.
20262036,138934620,5,
18112815,138934620,5,giao nhanh. sách đẹp nguyên seal. Đóng gói ổn. chờ đọc để đánh giá nội dung
307244,138934620,5,Nội dung sách rất thú vị
8329316,138934620,4,
193424,138934620,4,Giao hàng nhanh mà ship chở đồ sao mà chèn làm móp góc sách. Nếu Tiki cẩn thận bọc miếng shop ở ngoài nữa thì 5 sao.
16487105,138934620,5,"Sách mới đẹp, xịn luôn. Mua về chưa kịp đọc nhưng rất thích"
6275869,138934620,5,"Nhận hàng nhanh, nội dung hấp dẫn, chất lượng sản phẩm tốt"
18690555,138934620,5,
277896,138934620,5,
18127231,138934620,5,
11110645,138934620,4,
13698991,138934620,1,móp rồi bắt đền ý :(( chẳng hiểu sao
7859171,138934620,5,
1285346,138934620,5,"Giao hàng nhanh, đóng gói cẩn thận"
18808614,138934620,5,"Sách đóng gói cẩn thận, giao hàng siêu nhanh."
839630,138934620,5,Các bạn giao hàng rất nhanh
7353448,138934620,5,….
13652678,138934620,5,
10278263,138934620,5,Tuyệt vời cả về vận chuyển và đóng gói
5302633,138934620,5,
14982866,138934620,4,hàng giao nhanh sản phẩm ổn những thiếu mất tấm bản đồ Petolemy ở XV
6735350,138934620,5,
1770934,138934620,5,
621632,138934620,5,
13069977,138934620,5,"Giao hàng nhanh, đóng gói cẩn thận"
22068962,138934620,4,
1503508,138934620,5,
1963676,138934620,5,
504882,138934620,5,
6460336,138934620,5,
7129493,138934620,5,
6588314,138934620,5,
19075825,138934620,5,
1738659,138934620,5,
6251472,138934620,5,
11992154,138934620,4,
27709805,138934620,4,
859393,138934620,5,
11965908,138934620,4,Không bọc chống sốc nên hơi móp chút
11878,138934620,5,
10481649,138934620,5,Sách đẹp và hay
25874903,138934620,5,
5195727,138934620,5,Tác phẩm rất hay
21479266,138934620,5,
822903,138934620,5,"sách rất đẹp, mùi giấy rất là thơm"
21486240,138934620,4,Ko đóng gói bọc chống sốc cho sách
12601058,138934620,5,"chất lượng sản phẩm tốt, đúng như hình"
10025671,138934620,5,
1432282,138934620,4,
376400,138934620,5,Chất lượng tuyệt vời
22575012,138934620,5,
17576113,138934620,5,
15455260,138934620,5,
1843032,138934620,5,sản phẩm tốt.
14280843,138934620,5,sách rất hay. in đẹp
10957043,138934620,5,
18016648,138934620,5,
50617,138934620,5,
17679761,138934620,5,
13210855,138934620,5,sản phẩm tuyệt vời
6494091,138934620,5,
13731911,138934620,5,
5218741,138934620,5,
47555,138934620,5,Nội dung hay
5098042,138934620,4,
2197434,138934620,4,
6865277,138934620,5,
8893059,138934620,4,
278373,138934620,5,
714651,138934620,5,
13201829,138934620,5,
13057248,138934620,5,
8194286,138934620,5,
2099930,138934620,5,
7976003,138934620,5,
19005706,138934620,5,
492231,138934620,5,
62596,138934620,5,
757715,138934620,5,Ok
5902873,138934620,5,
14350435,138934620,5,
5452479,138934620,5,
5098906,138934620,5,
992810,140012510,5,
15873539,140012510,5,
28228203,140012510,5,
5261627,140012510,4,
